# EMO Database Metadata
# Maintainer: Jingwen Zhang
# Repository: https://github.com/nekoangel118/EMO-Database
# License: MIT
# Metadata Version: 2026.1
# Encoding: UTF-8
# Description:
#   Taxonomy information extracted from EMO taxonomy_info.csv.
# ----------------------------------------------------------------------

Taxon name	Type	ORID	WOD included	AphiaID_of the accepted name	Accepted name	Order	Family	Genus	Species	Identifier	Description	Remarks
Monoceratina rossae		309	Y_unaccepted_superseded original combination	798088.0	Veeniceratina rossae (Alexander, 1934) Gruendel & Kozur, 1972	Podocopida	Bythocytheridae 	Veeniceratina	Veeniceratina rossae	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Monoceratina speciosa		308	Y	789491.0	Monoceratina speciosa Alexander, 1934	Podocopida	Bythocytheridae 	Monoceratina	Monoceratina speciosa 	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.		
Monsmirabilia triebeli		368	Y_unaccepted_superseded combination	791114.0	Paleomonsmirabilia triebeli (Keij, 1957) Apostolescu, 1964	Podocopida	Cytherideidae	Paleomonsmirabilia	Paleomonsmirabilia triebeli	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.		
Muellerina elongata		523	Y	789650.0	Muellerina elongata (Scheremeta, 1969)	Podocopida	Hemicytheridae	Muellerina	Muellerina elongata 	Scheremeta, 1969	Scheremeta, V. G. (1969). The Paleogene ostracods of the Ukraine. Lvovskogo Univ.,Geol.	
Muellerina eocenia		409	Y	1542419.0	Muellerina eocenica Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Podocopida	Hemicytheridae	Muellerina	Muellerina eocenica	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Munseyella dunoona		145	Y	599890.0	Munseyella dunoona (McKenzie, Reyment & Reyment, 1993)          	Podocopida	Pectocytheridae	Munseyella	Munseyella dunoona	McKenzie, Reyment & Reyment, 1993	McKenzie, K. G.; Reyment, R. A.; Reyment, E. R. (1993). Eocene Ostracoda from the Brown Creek Clays at Browns Creek and Castle Cove, Victoria, Australia. Revista Española de Micropaleontologia. 8 (1), 75-116.	
Munseyella israelskyi		783	Y	789664.0	Munseyella israelskyi (Marianos & Valentine, 1958)	Podocopida	Pectocytheridae	Munseyella	Munseyella israelskyi 	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Munseyella modesta		146	Y	462349.0	Munseyella modesta (Swanson, 1979)	Podocopida	Pectocytheridae	Munseyella	Munseyella modesta 	Swanson, 1979	Swanson, K. M. (1979). The marine fauna of New Zealand: ostracods of the Otago Shelf. New Zealand Oceanographic Institute Memoir No. 78: 1-56.	
Munseyella pseudobrevis		147	Y	605271.0	Munseyella pseudobrevis (Ayress, 1995)	Podocopida	Pectocytheridae	Munseyella	Munseyella pseudobrevis	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Munseyella setouchiensis		422	N									
Munseyella simplex		454/485(subspecies_Munseyella simplex Chen)	Y	789684.0	Munseyella simplex Chen in Yang, Chen & Wang, 1990	Podocopida	Pectocytheridae	Munseyella	Munseyella simplex	Yang, Chen & Wang, 1990	Yang, H., Chen, D. and Wang, J. Ping (1990) Eocene Ostracoda from the southwestern continental shelf basin of the East China Sea. Acta Micropalaeontologica Sinica 7, 367–388.	
Munseyella sp.		505	Na_sp.									
Neocyprideis armata 		396	N									
Neocyprideis bhupendri		836	Y	789891.0	Neocyprideis bhupendri (Singh & Misra, 1968)	Podocopida	Cytherideidae	Neocyprideis 	Neocyprideis bhupendri	Singh & Misra, 1968	Singh, S.N. & Misra, P.C. (1968). New genus and species of ostracods from Fuller's earth, Kolayatji area, Bikaner, Rajasthan, India. Journal of the Palaeontological Society of India. 11:26-37.	
Neocyprideis polygonoreticulata		397	Y	1542421.0	Neocyprideis polygonoreticulata Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Podocopida	Cytherideidae	Neocyprideis 	Neocyprideis polygonoreticulata	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Neocyprideis sp.		398	Na_sp.									
Neocytherideis reticulata		148	Y	599893.0	Neocytherideis reticulata (Ayress, 1995)	Podocopida	Neocytherideididae 	Neocytherideis	Neocytherideis reticulata 	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Neoeyprideis williamsoniana		712	Y	789908.0	Neocyprideis williamsoniana (Bosquet, 1852)	Podocopida	Cytheridae	Neocyprideis	Neocyprideis williamsoniana	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	
Neomonoceratina afroangulosa		407	Y	1542424.0	Neomonoceratina afroangulosa Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Podocopida	Cytheridae	Neomonoceratina 	Neomonoceratina afroangulosa 	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Neomonoceratina khariensis		872	N									
Neomonoceratina sp.		346/437/871	Na_sp.									
Neonesidea australis 		149	Y	460076.0	Neonesidea australis (Chapman, 1914)	Podocopida	Bairdiidae	Neonesidea	Neonesidea australis	Chapman, 1914	Lack of original description?	
Neonesidea boninensis		461	N									
Neonesidea chapmani 		150	Y	605272.0	Neonesidea chapmani (Whatley & Downing, 1984)	Podocopida	Bairdiidae	Neonesidea	Neonesidea chapmani	Whatley & Downing, 1984	Whatley, R. C.; Downing, S. (1983). Middle Miocene Ostracoda from Victoria, Australia. Revista Espanola de Micropaleontologia. 15 (3), 347-407.	
Neonesidea indica 		887/719/955	Y	790068.0	Neonesidea indica (Tewari & Tandon, 1960)	Podocopida	Bairdiidae	Neonesidea	Neonesidea indica 	Tewari & Tandon, 1960	Tewari, B S; Tandon, K K. (1960). Kutch-microfauna - Lower Tertiary Ostracoda. Proceedings of the National Institute of Sciences of India Sec.B, 26 (4), 147-167	
Neonesidea sp. 		436/462/463	Na_sp.									
Neorypridcis bhupendri 		886	Y	789891.0	Neocyprideis bhupendri (Singh & Misra, 1968)	Podocopida	Cytherideidae	Neocyprideis	Neocyprideis bhupendri	Singh & Misra, 1968	Singh, S.N. & Misra, P.C. (1968). New genus and species of ostracods from Fuller's earth, Kolayatji area, Bikaner, Rajasthan, India. Journal of the Palaeontological Society of India. 11:26-37.	
Nephokirkos sp.		946	Na_sp.									
Nigeroloxoconcha sp.		39/50/73/867	Na_sp.									
Novocypris eocenana		29/33/55/86	N									
Occultocythereis gradata		516	N									
Occultocythereis indistincta 		724	Y	790379.0	Occultocythereis indistincta (Siddiqui, 1971)	Podocopida	Trachyleberididae 	Occultocythereis	Occultocythereis mithali 	Siddiqui, 1971	Siddiqui, Q.A. (1971a) Early Tertiary Ostracoda of the family Trachyleberididae from West Pakistan. Bulletin of the British Museum (Natural History).Geology Suppl. 9, 1–98.	
Occultocythereis mithali		850	Y	790386.0	Occultocythereis mithali	Podocopida	Trachyleberididae 	Occultocythereis	Occultocythereis mithali 	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Occultocythereis peristicta		725	Y	790389.0	Occultocythereis peristicta (Siddiqui, 1971)	Podocopida	Trachyleberididae 	Occultocythereis	Occultocythereis peristicta	Siddiqui, 1971	Siddiqui, Q.A. (1971a) Early Tertiary Ostracoda of the family Trachyleberididae from West Pakistan. Bulletin of the British Museum (Natural History).Geology Suppl. 9, 1–98.	
Occultocythereis subspinellosa		851	Y	790396.0	Occultocythereis subspinellosa (Khosla, 1973)	Podocopida	Trachyleberididae 	Occultocythereis	Occultocythereis subspinellosa	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Oculocytheropteron abyssorum		151	N									
Oculocytheropteron improbum		152	Y	461220.0	Oculocytheropteron improbum (Hornibrook, 1952)	Podocopida	Cytheruridae 	Oculocytheropteron	Oculocytheropteron improbum	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Oculocytheropteron microfornix		153	Y	599897.0	Oculocytheropteron microfornix (Whatley & Downing, 1984)	Podocopida	Cytheruridae 	Oculocytheropteron	Oculocytheropteron microfornix 	Whatley & Downing, 1984	Whatley, R. C.; Downing, S. (1983). Middle Miocene Ostracoda from Victoria, Australia. Revista Espanola de Micropaleontologia. 15 (3), 347-407.	
Oculocytheropteron paratinctum		154	N									
Oculocytheropteron waihaoensis		155	N									
Oerliella echinata		156	Y	599900.0	Oertiella echinata (McKenzie et al., 1993)	Podocopida	Trachyleberididae 	Oertiella	Oertiella echinata	McKenzie et al., 1993	Lack of original description?	
Oerliella semivera		157	Y	599901.0	Oertiella semivera (Hornibrook, 1952)	Podocopida	Trachyleberididae	Oertiella	Oertiella semivera	Hornibrook, 1952	Lack of original description?	
Oertiella aculeata		519	N									
Oethonotacyhtere cristata		310	N									
Ordoniya acies 		936	N									
Ordoniya bulaqensis		12/932	Y	790725.0	Ordoniya bulaoensis (Bassiouni & Luger, 1990)	Podocopida	Trachyleberididae	Ordoniya	Ordoniya bulaoensis	Bassiouni & Luger, 1990	Bassiouni, M. A. A.; Luger, P. (1990). Maastrichtian to Early Eocene Ostracoda from southern Egypt. Palaeontology, palaeoecology, palaeobiogeography and biostratigraphy.	
Ordoniya burmaensis		687	N									
Ordoniya hasaensis		688/934	N									
Ordoniya maanensis		13/689/933	N									
Ordoniya ordoniya		14/690	N									
Ordoniya tamorensis		935	N									
Paijenborchella assamensis		759	N									
Paijenborchella druckmani		920	N									
Paijenborchella enigma		761	N									
Paijenborchella eocaenica		643/704/705/862	Y_unaccepted_superseded combination	782808.0	Eopaijenborchella eocaenica (Triebel, 1949) Hanai, 1970	Podocopida	Cytheridae	Eopaijenborchella	Eopaijenborchella eocaenica	Keij, 1966	Keij, A. J. (1966). Southeast Asian Neogene and recent species of Paijenborchella (Ostracoda). Micropaleontology. 12 (3), 343-354.	No original name?
Paijenborchella indica		863	Y	791028.0	Paijenborchella (Eopaijenborchella) indica Khosla, 1973	Podocopida	Cytheridae	Paijenborchella	Paijenborchella (Eopaijenborchella) indica	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Paijenborchella lomata		642/706/542	Y_unaccepted_superseded combination	782812.0	"Eopaijenborchella lomata (Triebel, 1949) Hanai, 1970
"	Podocopida	Cytheridae	Paijenborchella	Eopaijenborchella lomata	Triebel, 1949	Keij, A. J. (1966). Southeast Asian Neogene and recent species of Paijenborchella (Ostracoda). Micropaleontology. 12 (3), 343-354.	
Paijenborchella mohani		864	Y	791030.0	Paijenborchella (Eopaijenborchella) mohani Khosla, 1973	Podocopida	Cytheridae	Paijenborchella	Paijenborchella (Eopaijenborchella) mohani	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Paijenborchella sp.		328/707/760/865	Na_sp.									
Paijenborchella tricostata		543/644	Y_unaccepted_superseded combination	782822.0	Eopaijenborchella tricostata (Lienenklaus, 1900) Hanai, 1970	Podocopida	Cytheridae	Eopaijenborchella	Eopaijenborchella tricostata	Lienenklaus, 1900	Lienenklaus, E. (1900). Die Tertiär-ostracoden des mittleren Norddeutschlands. Zeitschrift der Deutschen Geologischen Gesellschaft. 52(3):497-550.	
Paijenborchella trigona		784	Y_unaccepted_superseded original combination	782823.0	Eopaijenborchella trigona (Marianos & Valentine, 1958) Hanai, 1970	Podocopida	Cytheridae	Eopaijenborchella	Eopaijenborchella trigona	Marianos & Valentine, 1958	Marianos, A. W.; Valentine, J. W. (1958). Eocene ostracode fauna from Marysville Buttes, California. Micropaleontology. 4 (4): 363-372.	
Paijenborchella trisulcata		721/898/972	Y	1581831.0	Paijenborchella trisulcata Mandelstam in Rosyjeva, 1962	Podocopida	Cytheridae	Paijenborchella	Paijenborchella trisulcata	Rosyjeva, 1962	Rosyjeva, T. R. (1962). Ostrakody iz otlojenii paleogena turkmenistana (i ix stratigrafitcheskoe rasirostranennie). Akad. Nauk Turkmenskoi SSR, Ashxabad.	
Paijenborchellina madagascarensis		395	Y	1542429.0	Paijenborchellina madagascarensis Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Podocopida	Cytheridae	Paijenborchellina 	Paijenborchellina madagascarensis	Yasuhara, Hong, Tian, Chong, Okahashi, Littler & Cotton, 2018	Yasuhara, M.; Hong, Y.; Tian, S. Y.; Chong, W. K.; Okahashi, H.; Littler, K.; Cotton, L. (2018). Eocene shallow-marine ostracods from Madagascar: southern end of the Tethys?. Journal of Systematic Palaeontology. 17(9): 705-757.	
Palmoconcha oujiangensis 		455/456/479	N									
Paracosta crassireticulata		21/42/74	N									
Paracosta crassireticulata fayoumensis		51/81/82	N									
Paracosta ducassae		67/68	N									
Paracosta humboldti		59	N									
Paracosta kefensis		691	N									
Paracosta pervinquieri		692	N									
Paracypris contracta		598	Y	791283.0	Paracypris contracta (Jones, 1857) Keij, 1957	Podocopida	Paracyprididae 	Paracypris 	Paracypris contracta	Jones, 1857	Jones, T. R. (1857). A monograph of the tertiary Entomostraca of England. Monograph of the Palaeontographical Society London. 9: 1-68.	
Paracypris eocuneata		158	Y	599904.0	Paracypris eocuneata (Hornibrook, 1953)	Podocopida	Paracyprididae 	Paracypris 	Paracypris eocuneata	Hornibrook, 1953	No original description?	
Paracypris franquesi		792	Y	791297.0	Paracypris franquesi (Howe & Chambers, 1935)	Podocopida	Paracyprididae 	Paracypris 	Paracypris franquesi 	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Paracypris jonesi		662	Y	791311.0	Paracypris jonesi (Bonnema, 1940)	Podocopida	Paracyprididae 	Paracypris 	Paracypris jonesi	Bonnema, 1940	Bonnema, J. H. (1940). Ostracoden aus der Kreide des Untergrundes der nordöstlichen Niederlande [Fortsetzung] (3). Naturhistorisch Maandblad. 29(11): 115-118.	
Paracypris kuritai		457/493	N									
Paracypris meridionalis		830	N									
Paracypris nigeriensis 		906	Y_unaccepted_new combination									No accepted name?
Paracypris perapiculata		280	Y	791338.0	Paracypris perapiculata (Alexander, 1934)	Podocopida	Paracytheridea 	Paracypris	Paracypris perapiculata 	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Paracypris sp.		250/907	Na_sp.									
Paracypris trosliensis		663	Y	806003.0	Paracypris trosliensis (Apostolescu, 1957)	Podocopida	Paracytheridea 	Paracypris	Paracypris trosliensis 	Apostolescu, 1957	Apostolescu, V. (1956). Contribution a l'étude des ostracodes de l'Éocène inférieur (s.l.) du Bassin de Paris. Revue de l'Institut Francais du Pétrole et Annales des Combustibles Liquides. 11(11):1327-1352.	
Paracytheridea belhavenensis		228	Y	791399.0	Paracytheridea belhavenensis (Howe & Chambers, 1935)	Podocopida	Paracytherideidae  	Paracytheridea 	Paracytheridea belhavenensis 	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Paracytheridea eocenica		858	Y	791417.0	Paracytheridea eocenica (Khosla, 1973)	Podocopida	Paracytherideidae  	Paracytheridea 	Paracytheridea eocenica 	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Paracytheridea grignonensis		369	Y_unaccepted_superseded original combination	785067.0	Hemiparacytheridea (Tuberocytheridea) grignonensis (Keij, 1957) Gruendel, 1975	Podocopida	Cytheruridae	Hemiparacytheridea 	Hemiparacytheridea (Tuberocytheridea) grignonensis 	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Paracytheridea gujaratensis		879	N									
Paracytheridea sp.		953/405	Na_sp.									
Paracytheridea superdimorphica		772	N									
Paracytheridea triquerta		646	Y	460759.0	Paracytheridea triquetra (Reuss, 1850) Lienenklaus, 1900	Podocopida	Paracytherideidae  	Paracytheridea 	Paracytheridea triquetra	Reuss, 1850	Reuss, A. E. (1850). Die fossilen Entomostraceen des oesterreichischen Tertiaerbeckens. Naturwissenschftliche Abhandlungen. 3: 41-92.	
Paracytheridea tuberosa		645/676	Y_unaccepted_new combination	806032.0	Paracytheridea tuberosa (Lienenklaus, 1900)	Podocopida	Paracytherideidae  	Paracytheridea 	Paracytheridea tuberosa	Lienenklaus, 1900	Lienenklaus, E. (1900). Die Tertiär-ostracoden des mittleren Norddeutschlands. Zeitschrift der Deutschen Geologischen Gesellschaft. 52(3):497-550.	No accepted name?
Paracytherois cf. gracilis		159	N									
Paracytheroma stilwelli		160	Y	599906.0	Paracytheroma stilwelli (Ayress, 1990)	Podocopida	Cytheromatidae 	Paracytheroma	Paracytheroma stilwelli 	Ayress, 1990	No original description?	
Paradoxostoma sp.		442/423	Na_sp.									
Parakrithe crolifa		15/87/674/912	Y	791680.0	Parakrithe crolifa (Bassiouni & Luger, 1990)	Podocopida	Krithidae 	Parakrithe 	Parakrithe crolifa	Bassiouni & Luger, 1990	Bassiouni, M. A. A.; Luger, P. (1990). Maastrichtian to Early Eocene Ostracoda from southern Egypt. Palaeontology, palaeoecology, palaeobiogeography and biostratigraphy. Berliner Geowissenschaftliche Abhandlungen Reihe A Geologie und Palaeontologie No. 120 (2): 755-928.	
Parakrithe kalambainaensis		675/913	Y_unaccepted_new combination	786977.0	Krithe kalambainaensis (Reyment, 1981)	Podocopida	Krithidae 	Krithe 	Krithe kalambainaensis	Reyment, 1981	Reyment, R. A. (1981). The Ostracoda of the Kalambaina formation (Paleocene), northwestern Nigeria. Bulletin of the Geological Institutions of the University of Uppsala. 9: 51-65. 	
Parakrithe Pandei		835	Y	791692.0	Parakrithe pandei (Khosla, 1973)	Podocopida	Krithidae 	Parakrithe	Parakrithe pandei 	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Parakrithella sp.		443	Na_sp.									
Paranesidea sp.		464	Na_sp.									
Patagonacythere nidulus		329	Y	792050.0	Patagonacythere nidulus (Siddiqui, 1971)	Podocopida	Hemicytheridae 	Patagonacythere	Patagonacythere nidulus	Siddiqui, 1971	Siddiqui, Q.A. (1971a) Early Tertiary Ostracoda of the family Trachyleberididae from West Pakistan. Bulletin of the British Museum (Natural History).Geology Suppl. 9, 1–98.	
Patagonacythere parvitenuis		161	Y	605289.0	Patagonacythere parvitenuis (Hornibrook, 1953)	Podocopida	Hemicytheridae 	Patagonacythere	Patagonacythere parvitenuis	Hornibrook, 1953	No original description?	
Patagonacythere tricostata		162	Y	391266.0	Patagonacythere tricostata (Hartmann, 1962)	Podocopida	Hemicytheridae 	Patagonacythere	Patagonacythere tricostata	Hartmann, 1962	Hartmann, G. (1962). Zur Kenntnis des Eulitorals der chilenischen Pazifikküste und der Küste Südpatagoniens- unter besonderer Berücksichtigung der Polychaeten und Ostracoden. Mitteilungen aus dem hamburgischen Zoologischen Museum und Institut, Ergänzungsband. 60: 169-270.	
Patagonacythere waihaoensis 		163	Y	605291.0	Patagonacythere waihaoensis (Ayress, 1995)	Podocopida	Hemicytheridae 	Patagonacythere	Patagonacythere waihaoensis 	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Pedicythere australis		164	Y	792107.0	Pedicythere australis (Neale, 1975)	Podocopida	Cytheruridae 	Pedicythere 	Pedicythere australis	Neale, 1975	Neale, J. W. (1975). The ostracod fauna from the Santonian Chalk (Upper Cretaceous) of Gingin. Western Australia. Special Papers in Palaeontology No. 16: 1-81.	
Pellucistoma coombsi		165	Y	605292.0	Pellucistoma coombsi (Ayress, 1990)	Podocopida	Cytheromatidae 	Pellucistoma	Pellucistoma coombsi 	Ayress, 1990	Ayress, M.A. (1990) New cytheromatid Ostracoda from the Cenozoic of New Zealand. New Zealand Natural Sciences 17, 67–72.	
Pellucistoma fordycei		166	Y	605293.0	Pellucistoma fordycei (Ayress, 1990)	Podocopida	Cytheromatidae 	Pellucistoma	Pellucistoma fordycei 	Ayress, 1990	Ayress, M.A. (1990) New cytheromatid Ostracoda from the Cenozoic of New Zealand. New Zealand Natural Sciences 17, 67–72.	
Pennyella leptodictyota		175/195	Y	605294.0	Pennyella leptodictyota (Ayress, 1995)	Podocopida	Trachyleberididae 	Pennyella	Pennyella leptodictyota	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Pennyella praedorsoserrata		318	Y_unaccepted_superseded original combination	795051.0	Rugocythereis praedorsoserrata (Coles & Whatley, 1989)	Podocopida	Trachyleberididae 	Rugocythereis	Rugocythereis	Coles & Whatley, 1989	Coles, G.; Whatley, R. C. (1989). New Palaeocene to Miocene genera and species of Ostracoda from DSDP sites in. the North Atlantic. Revista Espanola de Micropaleontologia. 21: 81-124.	
Phalcocythere horraensis		16	N									
Philoneptunus hornibrooki		167	Y	599927.0	Philoneptunus hornibrooki (Whatley, Millson & Ayress, 1992)	Podocopida	Trachyleberididae	Philoneptunus 	Philoneptunus hornibrooki	Whatley, Millson & Ayress, 1992	Whatley, R.C., Millson, K. and Ayress, M. (1992) Philoneptunus, a new ostracod genus from the Cainozoic of Australasia. Revista Espanola de Micropaleontologia 24, 43–62.	
Philoneptunus reticulatus 		168	Y	599928.0	Philoneptunus reticulatus (Whatley, Millson & Ayress, 1992)	Podocopida	Trachyleberididae	Philoneptunus 	Philoneptunus reticulatus	Whatley, Millson & Ayress, 1992	Whatley, R.C., Millson, K. and Ayress, M. (1992) Philoneptunus, a new ostracod genus from the Cainozoic of Australasia. Revista Espanola de Micropaleontologia 24, 43–62.	
Philoneptunus sp. 		169	Na_sp.									
Phlyctenophora babiaensis		881	N									
Phlyctenophora chauhani		392	Y	792366.0	Phlyctenophora chauhani (Khosla, 1979)	Podocopida	Candonidae	Phlyctenophora	Phlyctenophora chauhani	Khosla, 1979	Khosla, S C. (1979). Lower Miocene Ostracoda from Jamnagar and Porbandar districts, Gujarat, India. Micropaleontology, 24 (3), 251-290	
Phlyctenophora sp.		494	Na_sp.									
Pokornyella bhatiai		873	N									
Pokornyella calix		360	Y_unaccepted_superseded original combination	797911.0	Urocythere (Pokornyella) calix (Oertli, 1956)	Podocopida		Urocythere	Urocythere calix 	Oertli, 1956	Oertli, H. J. (1956). Ostrakoden aus der oligozänen und miozänen Molasse der Schweiz. Schweizerische Palaeontologische Abhandlungen. 74: 1-119.	
Pokornyella kachchhensis		874	N									
Pokornyella lamarkiana s. l.		410	N									
Pokornyella limbata		359	Y_unaccepted_superseded recombination	806381.0	Urocythere (Pokornyella) limbata (Bosquet, 1852)				Urocythere limbata	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	
Pokornyella moyesi		357	N									
Pokornyella sp.		945	Na_sp.									
Pokornyella ventricosa		356	N									
Pokornyella yaleata		358	N									
Pontocyprella aturica		377	Y_unaccepted_new combination	776776.0	Bythocypris aturica (Deltel, 1963)	Podocopida	Bythocyprididae	Bythocypris 	Bythocypris aturica	Deltel, 1963	Deltel, B. (1963). Nouveau ostracodes de l'Éocène et de l'Oligocène de l'Aquitaine méridionale. Actes de la Société Linnéenne de Bordeaux, Tome C. 100:127-221.	
Pontocyprella recurva		17/665	Y	793007.0	Pontocyprella recurva (Esker, 1968)	Podocopida	Pontocyprididae	Pontocyprella	Pontocyprella recurva 	Esker, 1968	Esker III, G. (1968). Danian ostracodes from Tunisia. Micropaleontology. 14(3):319-333.	
Pontocypris sp.		170/171/394	Na_sp.									
Pontocythere hedleyi		172	Y	460611.0	Pontocythere hedleyi (Chapman, 1906) Swanson, 1979	Podocopida	Cushmanideidae	Pontocythere	Pontocythere hedleyi 	Chapman, 1906	No original description?	
Poseidonamicus sp.		384	Na_sp.									
Propontocypris eocaenica		758	N									
Propontocypris herdmani		173	Y	460458.0	Propontocypris herdmani (Scott, 1905)	Podocopida	Pontocyprididae	Propontocypris	Propontocypris herdmani	Scott, 1905	Scott, A. (1905). Report on the Ostracoda collected by Prof. Herdman at Ceylon in 1902. W. A. Herdman (Ed). Ceylon Pearl Oyster Fisheries, Supplementary Reports. 22: 365–384.	
Propontocypris saharaensis		666	N									
Propontocypris sp.		337/497	Na_sp.									
Propontocypris triangulata		512	N									
Protoargilloecia angulata		375	N									
Pseudeucythere biplana		174	Y	605297.0	Pseudeucythere biplana (Ayress, 1995) 	Podocopida	Paradoxostomatidae	Pseudeucythere	Pseudeucythere biplana	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Pseudoaurila sp.		486	Na_sp.									
Pterygocythere hilli		625	Y	794094.0	Pterygocythere hilli (Keij, 1957) Apostolescu, 1964	Podocopida	Trachyleberididae 	Pterygocythere	Pterygocythere hilli	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Pterygocythereis cornuta		196/616	N									
Pterygocythereis diversionodosa		618	N									
Pterygocythereis fimbriata bartonensis		617	Y	813008.0	Pterygocythereis fimbriata bartonensis (Keij, 1957)	Podocopida 	Trachyleberididae	Pterygocythereis 	Pterygocythereis fimbriata bartonensis	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Pterygocythereis fortinodosa		513	N									
Pterygocythereis minor		57	Y	794139.0	Pterygocythereis minor (Bassiouni, 1971)	Podocopida 	Trachyleberididae	Pterygocythereis 	Pterygocythereis minor 	Bassiouni, 1971	Bassiouni, M.A. (1971a) Ostracoden aus dem Eozaen von aegypten. 3. Die Unterfamilien Brachycytherinae und Buntoniinae. Geologisches Jahrbuch 89, 169–192.	
Pterygocythereis siemienensis		514	N									
Pterygocythereis sp.		259	Na_sp.									
